Mod:Item:MetaData, Localized Name
mekanism:basicblock2:4, Продвинутый индукционный поставщик
mekanism:basicblock2:4, Элитный индукционный поставщик
mekanism:basicblock2:4, Совершенный индукционный поставщик
mekanism:basicblock2:5, Сверхмощный нагревательный элемент
mekanism:basicblock2:6, Рассеиватель давления
mekanism:basicblock2:7, Обшивка бойлера
mekanism:basicblock2:8, Вентиль бойлера
mekanism:basicblock2:9, Защитный блок
mekanism:machineblock:0, Камера обогащения
mekanism:machineblock:1, Осмиевый компрессор
mekanism:machineblock:2, Объединитель
mekanism:machineblock:3, Дробитель
mekanism:machineblock:4, Цифровой шахтёр
mekanism:machineblock:5, Базовый Плавящий Механизм
mekanism:machineblock:5, Базовый Обогащающий Механизм
mekanism:machineblock:5, Базовый Дробящий Механизм
mekanism:machineblock:5, Базовый Сжимающий Механизм
mekanism:machineblock:5, Базовый Объединяющий Механизм
mekanism:machineblock:5, Базовый Очищающий Механизм
mekanism:machineblock:5, Базовый Впрыскивающий Механизм
mekanism:machineblock:5, Базовый Наполняющий Механизм
mekanism:machineblock:5, Базовый Распиловка Механизм
mekanism:machineblock:6, Продвинутый Плавящий Механизм
mekanism:machineblock:6, Продвинутый Обогащающий Механизм
mekanism:machineblock:6, Продвинутый Дробящий Механизм
mekanism:machineblock:6, Продвинутый Сжимающий Механизм
mekanism:machineblock:6, Продвинутый Объединяющий Механизм
mekanism:machineblock:6, Продвинутый Очищающий Механизм
mekanism:machineblock:6, Продвинутый Впрыскивающий Механизм
mekanism:machineblock:6, Продвинутый Наполняющий Механизм
mekanism:machineblock:6, Продвинутый Распиловка Механизм
mekanism:machineblock:7, Элитный Плавящий Механизм
mekanism:machineblock:7, Элитный Обогащающий Механизм
mekanism:machineblock:7, Элитный Дробящий Механизм
mekanism:machineblock:7, Элитный Сжимающий Механизм
mekanism:machineblock:7, Элитный Объединяющий Механизм
mekanism:machineblock:7, Элитный Очищающий Механизм
mekanism:machineblock:7, Элитный Впрыскивающий Механизм
mekanism:machineblock:7, Элитный Наполняющий Механизм
mekanism:machineblock:7, Элитный Распиловка Механизм
mekanism:machineblock:8, Металлургический наполнитель
mekanism:machineblock:9, Камера очистки
mekanism:machineblock:10, Энергетическая плавильня
mekanism:machineblock:11, Телепорт
mekanism:machineblock:12, Электрическая помпа
mekanism:machineblock:13, Личный сундук
mekanism:machineblock:14, Зарядник
mekanism:machineblock:15, Логистический сортировщик
mekanism:machineblock2:0, Роторный сгуститель
mekanism:machineblock2:1, Химический окислитель
mekanism:machineblock2:2, Химический наполнитель
mekanism:machineblock2:3, Химическая инъекционная камера
mekanism:machineblock2:4, Электролитический сепаратор
mekanism:machineblock2:5, Точная лесопилка
mekanism:machineblock2:6, Химическая камера растворения
mekanism:machineblock2:7, Химический мойщик
mekanism:machineblock2:8, Химический кристаллизатор
mekanism:machineblock2:9, Сейсмический вибромеханизм
mekanism:machineblock2:10, Камера реакций под давлением
mekanism:machineblock2:11, Базовый жидкостный бак
mekanism:machineblock2:11, Продвинутый жидкостный бак
mekanism:machineblock2:11, Элитный жидкостный бак
mekanism:machineblock2:11, Совершенный жидкостный бак
mekanism:machineblock2:11, Творческий жидкостный бак
mekanism:machineblock2:12, Жидкостный снабжатель
mekanism:machineblock2:13, Лазер
mekanism:machineblock2:14, Усилитель лазера
mekanism:machineblock2:15, Лазерный притягиватель
mekanism:machineblock3:0, Квантовый телепорт
mekanism:machineblock3:1, Солнечный активатор нейтронов
mekanism:machineblock3:3, Унификатор словаря руд
mekanism:machineblock3:4, Устойчивый нагреватель
mekanism:machineblock3:5, Формульный сборщик
mekanism:machineblock3:6, Твердотопливный нагреватель
mekanism:oreblock:0, Осмиевая руда
mekanism:oreblock:1, Медная руда
mekanism:oreblock:2, Оловянная руда
mekanism:energycube:0, Основной энергетический куб
mekanism:energycube:0, Основной энергетический куб
mekanism:energycube:0, Продвинутый энергетический куб
mekanism:energycube:0, Продвинутый энергетический куб
mekanism:energycube:0, Элитный энергетический куб
mekanism:energycube:0, Элитный энергетический куб
